observacion_id,variante,segmento,conversion,margen,tiempo_respuesta_ms
380,A,Nuevo,0,0.00,414
381,A,Nuevo,1,23.07,441
382,B,Nuevo,0,0.00,487
383,B,Alto valor,0,0.00,573
384,A,Nuevo,1,40.20,380
385,B,Alto valor,0,0.00,382
386,A,Recurrente,1,55.80,482
387,A,Recurrente,0,0.00,479
388,B,Alto valor,0,0.00,487
389,A,Recurrente,0,0.00,437
390,A,Recurrente,0,0.00,447
391,A,Nuevo,1,44.30,417
392,B,Alto valor,0,0.00,574
393,B,Recurrente,0,0.00,289
394,B,Alto valor,0,0.00,516
395,A,Alto valor,0,0.00,553
396,A,Nuevo,0,0.00,477
397,B,Recurrente,0,0.00,395
398,A,Alto valor,0,0.00,512
399,A,Alto valor,0,0.00,440
400,B,Alto valor,0,0.00,571
401,A,Recurrente,0,0.00,380
402,B,Alto valor,0,0.00,629
403,A,Nuevo,0,0.00,409
404,A,Nuevo,0,0.00,507
405,B,Recurrente,0,0.00,368
406,B,Alto valor,0,0.00,422
407,B,Alto valor,1,75.79,486
408,B,Nuevo,0,0.00,493
409,A,Alto valor,0,0.00,458
410,A,Nuevo,0,0.00,535
411,A,Nuevo,0,0.00,440
412,A,Alto valor,0,0.00,460
413,B,Alto valor,1,101.24,365
414,B,Nuevo,0,0.00,566
415,B,Recurrente,0,0.00,449
416,A,Nuevo,0,0.00,265
417,B,Alto valor,0,0.00,515
418,A,Recurrente,0,0.00,474
419,B,Nuevo,0,0.00,465
420,B,Recurrente,0,0.00,592
421,B,Nuevo,1,31.15,530
422,A,Nuevo,1,37.04,419
423,A,Alto valor,1,87.23,369
424,A,Alto valor,0,0.00,399
425,A,Alto valor,0,0.00,404
426,B,Alto valor,0,0.00,412
427,A,Nuevo,0,0.00,268
428,A,Alto valor,0,0.00,376
429,B,Recurrente,0,0.00,417
430,A,Recurrente,0,0.00,422
431,B,Nuevo,0,0.00,551
432,A,Nuevo,0,0.00,460
433,A,Alto valor,0,0.00,471
434,A,Recurrente,0,0.00,357
435,A,Alto valor,0,0.00,502
436,A,Alto valor,0,0.00,558
437,A,Alto valor,0,0.00,616
438,B,Alto valor,0,0.00,436
439,A,Alto valor,0,0.00,522
440,B,Recurrente,1,50.35,550
441,B,Alto valor,0,0.00,420
442,A,Recurrente,0,0.00,386
443,B,Nuevo,0,0.00,459
444,B,Recurrente,1,51.37,451
445,B,Recurrente,1,33.12,583
446,A,Recurrente,0,0.00,526
447,B,Alto valor,0,0.00,414
448,B,Nuevo,0,0.00,437
449,B,Recurrente,0,0.00,418
450,B,Alto valor,0,0.00,684
451,A,Nuevo,1,16.14,334
452,B,Alto valor,0,0.00,475
453,B,Recurrente,0,0.00,550
454,A,Recurrente,1,25.38,580
455,B,Nuevo,0,0.00,420
456,B,Alto valor,0,0.00,474
457,B,Alto valor,0,0.00,367
458,A,Alto valor,0,0.00,283
459,A,Nuevo,0,0.00,439
460,B,Alto valor,0,0.00,573
461,B,Nuevo,0,0.00,532
462,A,Nuevo,0,0.00,419
463,A,Recurrente,0,0.00,404
464,B,Nuevo,0,0.00,384
465,B,Nuevo,0,0.00,341
466,B,Nuevo,0,0.00,592
467,A,Nuevo,0,0.00,411
468,B,Nuevo,0,0.00,542
469,A,Recurrente,0,0.00,422
470,A,Nuevo,0,0.00,541
471,A,Nuevo,0,0.00,238
472,B,Alto valor,0,0.00,472
473,B,Alto valor,0,0.00,536
474,B,Alto valor,0,0.00,550
475,A,Alto valor,0,0.00,343
476,A,Nuevo,0,0.00,445
477,B,Nuevo,0,0.00,508
478,A,Nuevo,0,0.00,486
479,A,Alto valor,0,0.00,386
480,B,Nuevo,0,0.00,524
481,A,Alto valor,1,99.57,404
482,A,Nuevo,0,0.00,410
483,A,Alto valor,0,0.00,374
484,A,Recurrente,0,0.00,542
485,B,Nuevo,0,0.00,447
486,A,Nuevo,0,0.00,387
487,A,Alto valor,0,0.00,429
488,A,Alto valor,0,0.00,321
489,A,Nuevo,0,0.00,410
490,B,Alto valor,0,0.00,557
491,B,Recurrente,0,0.00,415
492,B,Nuevo,1,19.15,421
493,B,Alto valor,0,0.00,634
494,B,Alto valor,0,0.00,351
495,A,Alto valor,0,0.00,556
496,B,Recurrente,1,38.42,419
497,B,Recurrente,0,0.00,420
498,B,Nuevo,0,0.00,579
499,B,Recurrente,0,0.00,327
500,A,Recurrente,1,55.38,422
501,B,Alto valor,0,0.00,501
502,A,Nuevo,0,0.00,582
503,A,Recurrente,0,0.00,467
504,B,Nuevo,0,0.00,500
505,A,Alto valor,1,69.50,354
506,B,Alto valor,0,0.00,519
507,B,Nuevo,0,0.00,572
508,B,Alto valor,0,0.00,501
509,A,Recurrente,0,0.00,505
510,B,Nuevo,0,0.00,491
511,B,Recurrente,0,0.00,529
512,A,Alto valor,0,0.00,445
513,B,Alto valor,0,0.00,454
514,A,Alto valor,0,0.00,527
515,A,Recurrente,0,0.00,602
516,A,Alto valor,0,0.00,465
517,B,Nuevo,0,0.00,508
518,B,Recurrente,0,0.00,600
519,A,Recurrente,0,0.00,426
520,B,Alto valor,0,0.00,583
521,A,Recurrente,0,0.00,386
522,A,Nuevo,0,0.00,580
523,B,Nuevo,0,0.00,509
524,B,Recurrente,0,0.00,499
525,A,Recurrente,0,0.00,301
526,B,Nuevo,0,0.00,467
527,A,Recurrente,0,0.00,541
528,A,Alto valor,1,78.09,457
529,A,Recurrente,0,0.00,491
530,A,Recurrente,0,0.00,377
531,A,Alto valor,0,0.00,385
532,B,Alto valor,0,0.00,559
533,B,Recurrente,0,0.00,549
534,B,Recurrente,0,0.00,600
535,A,Alto valor,0,0.00,288
536,B,Recurrente,0,0.00,468
537,B,Nuevo,0,0.00,397
538,A,Nuevo,0,0.00,381
539,B,Alto valor,0,0.00,406
540,A,Alto valor,0,0.00,363
541,A,Nuevo,0,0.00,436
542,A,Alto valor,0,0.00,447
543,A,Nuevo,0,0.00,569
544,B,Recurrente,0,0.00,425
545,B,Alto valor,1,82.57,475
546,B,Recurrente,0,0.00,521
547,A,Nuevo,0,0.00,455
548,B,Alto valor,0,0.00,576
549,B,Recurrente,0,0.00,539
550,A,Recurrente,0,0.00,378
551,A,Nuevo,0,0.00,488
552,A,Alto valor,1,99.05,479
553,A,Nuevo,0,0.00,496
554,B,Nuevo,0,0.00,488
555,B,Nuevo,0,0.00,591
556,A,Nuevo,0,0.00,508
557,B,Recurrente,0,0.00,535
558,A,Alto valor,0,0.00,427
559,A,Recurrente,0,0.00,426
560,A,Alto valor,0,0.00,390
561,A,Recurrente,0,0.00,419
562,A,Nuevo,0,0.00,416
563,B,Recurrente,0,0.00,492
564,A,Nuevo,0,0.00,400
565,B,Nuevo,0,0.00,401
566,B,Recurrente,0,0.00,517
567,A,Nuevo,0,0.00,608
568,A,Nuevo,1,38.69,437
569,A,Nuevo,0,0.00,392
570,B,Recurrente,0,0.00,539
571,B,Recurrente,0,0.00,598
572,B,Recurrente,1,29.68,509
573,A,Recurrente,0,0.00,384
574,A,Nuevo,1,34.90,413
575,B,Alto valor,0,0.00,582
576,B,Nuevo,0,0.00,429
577,B,Alto valor,0,0.00,578
578,A,Alto valor,0,0.00,423
579,B,Nuevo,0,0.00,461
580,B,Recurrente,1,53.55,385
581,A,Recurrente,0,0.00,395
582,A,Recurrente,0,0.00,368
583,B,Nuevo,0,0.00,342
584,B,Recurrente,1,36.46,567
585,A,Recurrente,1,38.58,335
586,B,Nuevo,0,0.00,515
587,A,Alto valor,0,0.00,487
588,A,Alto valor,0,0.00,475
589,B,Nuevo,0,0.00,465
590,B,Nuevo,1,34.00,490
591,B,Alto valor,1,70.82,293
592,A,Alto valor,0,0.00,292
593,A,Recurrente,0,0.00,364
594,A,Alto valor,0,0.00,390
595,A,Alto valor,0,0.00,386
596,B,Nuevo,0,0.00,532
597,B,Recurrente,0,0.00,591
598,B,Nuevo,0,0.00,536
599,B,Recurrente,0,0.00,441
600,A,Recurrente,0,0.00,476
601,A,Alto valor,0,0.00,623
602,B,Recurrente,0,0.00,440
603,A,Recurrente,0,0.00,398
604,B,Nuevo,0,0.00,500
605,A,Alto valor,0,0.00,485
606,B,Alto valor,0,0.00,612
607,B,Recurrente,0,0.00,671
608,A,Recurrente,0,0.00,512
609,B,Recurrente,0,0.00,555
610,B,Recurrente,1,33.89,550
611,B,Alto valor,1,73.13,414
612,A,Nuevo,0,0.00,474
613,A,Recurrente,0,0.00,483
614,A,Alto valor,0,0.00,486
615,A,Nuevo,0,0.00,522
616,B,Nuevo,1,20.24,542
617,B,Alto valor,1,76.66,435
618,B,Alto valor,1,70.57,390
619,B,Recurrente,0,0.00,452
620,A,Nuevo,0,0.00,503
621,B,Nuevo,0,0.00,540
622,A,Nuevo,0,0.00,394
623,A,Alto valor,0,0.00,522
624,B,Alto valor,1,74.91,580
625,B,Recurrente,0,0.00,352
626,A,Nuevo,0,0.00,585
627,A,Recurrente,0,0.00,421
628,B,Recurrente,0,0.00,468
629,B,Recurrente,0,0.00,458
630,B,Nuevo,0,0.00,464
631,B,Recurrente,0,0.00,539
632,B,Alto valor,1,78.47,596
633,A,Nuevo,0,0.00,438
634,A,Alto valor,0,0.00,510
635,B,Recurrente,0,0.00,437
636,A,Alto valor,1,91.87,528
637,B,Alto valor,1,84.44,573
638,B,Alto valor,0,0.00,499
639,B,Nuevo,0,0.00,483
640,B,Nuevo,1,20.78,446
641,B,Nuevo,0,0.00,439
642,B,Recurrente,0,0.00,561
643,A,Nuevo,0,0.00,389
644,B,Recurrente,0,0.00,553
645,A,Nuevo,0,0.00,516
646,A,Alto valor,0,0.00,517
647,A,Nuevo,0,0.00,498
648,A,Alto valor,1,71.81,361
649,A,Recurrente,0,0.00,446
650,A,Nuevo,1,34.22,450
651,A,Nuevo,0,0.00,532
652,B,Alto valor,0,0.00,442
653,A,Recurrente,0,0.00,403
654,B,Alto valor,0,0.00,379
655,B,Recurrente,0,0.00,508
656,A,Alto valor,0,0.00,426
657,A,Alto valor,0,0.00,322
658,B,Nuevo,0,0.00,512
659,B,Recurrente,0,0.00,429
660,A,Alto valor,0,0.00,357
661,B,Alto valor,0,0.00,481
662,A,Alto valor,1,73.10,476
663,A,Recurrente,0,0.00,327
664,B,Nuevo,0,0.00,516
665,A,Alto valor,0,0.00,487
666,A,Alto valor,0,0.00,334
667,A,Nuevo,0,0.00,379
668,A,Nuevo,0,0.00,483
669,A,Nuevo,0,0.00,396
670,B,Nuevo,0,0.00,459
671,A,Recurrente,0,0.00,296
672,B,Recurrente,1,24.41,487
673,A,Recurrente,1,36.37,445
674,B,Alto valor,0,0.00,554
675,A,Nuevo,0,0.00,526
676,B,Recurrente,0,0.00,451
677,A,Recurrente,0,0.00,471
678,A,Nuevo,0,0.00,494
679,B,Recurrente,0,0.00,487
680,A,Recurrente,0,0.00,521
681,A,Nuevo,0,0.00,406
682,A,Nuevo,0,0.00,560
683,A,Alto valor,0,0.00,453
684,A,Nuevo,0,0.00,506
685,B,Recurrente,0,0.00,483
686,B,Alto valor,0,0.00,567
687,B,Alto valor,0,0.00,653
688,A,Recurrente,0,0.00,384
689,B,Recurrente,0,0.00,357
690,B,Recurrente,0,0.00,494
691,A,Nuevo,0,0.00,421
692,A,Nuevo,1,22.49,393
693,B,Alto valor,1,85.22,662
694,B,Recurrente,1,43.05,482
695,B,Alto valor,0,0.00,571
696,B,Recurrente,1,56.87,468
697,A,Nuevo,0,0.00,375
698,B,Recurrente,1,64.70,442
699,B,Nuevo,1,36.79,498
700,A,Alto valor,0,0.00,437
701,B,Recurrente,0,0.00,553
702,A,Recurrente,0,0.00,391
703,B,Nuevo,0,0.00,575
704,B,Nuevo,0,0.00,443
705,B,Alto valor,1,81.32,420
706,A,Nuevo,0,0.00,479
707,B,Alto valor,1,95.77,479
708,B,Recurrente,0,0.00,479
709,B,Recurrente,0,0.00,555
710,B,Alto valor,0,0.00,432
711,A,Recurrente,1,56.60,489
712,B,Alto valor,1,91.92,523
713,B,Alto valor,1,80.10,526
714,B,Recurrente,0,0.00,566
715,B,Nuevo,0,0.00,408
716,A,Recurrente,1,49.28,349
717,B,Recurrente,0,0.00,485
718,B,Alto valor,1,75.05,570
719,A,Nuevo,0,0.00,415
720,A,Nuevo,0,0.00,538
721,A,Nuevo,0,0.00,450
722,A,Nuevo,0,0.00,406
723,B,Alto valor,0,0.00,504
724,B,Recurrente,0,0.00,530
725,A,Recurrente,0,0.00,285
726,A,Recurrente,0,0.00,407
727,A,Nuevo,0,0.00,386
728,B,Recurrente,0,0.00,414
729,B,Nuevo,0,0.00,599
730,A,Nuevo,0,0.00,491
731,A,Recurrente,0,0.00,515
732,B,Alto valor,0,0.00,486
733,B,Nuevo,0,0.00,466
734,A,Alto valor,0,0.00,331
735,B,Nuevo,0,0.00,476
736,A,Recurrente,0,0.00,488
737,A,Alto valor,0,0.00,269
738,A,Alto valor,0,0.00,463
739,A,Recurrente,0,0.00,387
740,A,Recurrente,0,0.00,495
741,B,Alto valor,1,90.03,558
742,A,Alto valor,0,0.00,337
743,A,Nuevo,0,0.00,519
744,A,Recurrente,0,0.00,470
745,A,Alto valor,0,0.00,393
746,A,Recurrente,0,0.00,515
747,A,Alto valor,0,0.00,426
748,B,Nuevo,0,0.00,581
749,A,Alto valor,1,89.85,458
750,A,Recurrente,0,0.00,517
751,B,Nuevo,0,0.00,514
752,A,Alto valor,0,0.00,313
753,B,Alto valor,1,75.84,583
754,B,Recurrente,0,0.00,625
755,B,Alto valor,0,0.00,491
756,A,Recurrente,0,0.00,441
757,B,Nuevo,0,0.00,511
758,B,Nuevo,0,0.00,522
759,A,Nuevo,0,0.00,424
760,A,Recurrente,0,0.00,509
761,A,Alto valor,0,0.00,311
762,A,Alto valor,1,81.11,456
763,B,Nuevo,0,0.00,522
764,B,Alto valor,0,0.00,485
765,A,Nuevo,0,0.00,485
766,A,Alto valor,0,0.00,500
767,A,Nuevo,0,0.00,363
768,A,Recurrente,1,39.31,384
769,A,Nuevo,0,0.00,323
770,B,Recurrente,0,0.00,599
771,B,Recurrente,0,0.00,565
772,B,Nuevo,0,0.00,450
773,B,Nuevo,0,0.00,473
774,A,Recurrente,0,0.00,477
